EicCode ,EicDisplayName ,EicLongName ,EicParent ,EicResponsibleParty ,EicStatus,MarketParticipantPostalCode ,MarketParticipantIsoCountryCode ,MarketParticipantVatCode,EicTypeFunctionList,type
28Y000000000009K,ZDS-JESENICE,ZDS JESENICE,,,Active,2000,SI,,Distribution Network Area,Y
28Y000000000010Z,ZDS_JES_ACRONI,ZDS Acroni Jesenice,,,Active,2000,SI,,Distribution Network Area,Y
28Y000000000011X,ZDS_KID_TALUM,ZDS Talum Kidričevo,,,Active,2000,SI,,Distribution Network Area,Y
37Y701125MH0000I,DVGW-MH0000I,Marktgebiet HGas NetConnect,,,Active,,,,Market Area,Y
37Y701130ML0000P,DVGW-ML0000P,Marktgebiet L-Gas 1,,,Active,53121,DE,,Market Area,Y
37Y701133MH0000P,DVGW-MH0000P,Marktgebiet GASPOOL,,,Active,53121,DE,,Market Area,Y
39YSINBP000000NE,MGPHUNGARY,MGP-HUNGARY,,,Active,8600,HU,,Balance Group,Y
44Y-000000000005,FI_FSJ000,Caruna Oy,,44X-000000000253,Active,00068,FI,,Metering Grid Area,Y
44Y-000000000013,FI_FED000,Caruna Espoo Oy,,44X-000000000261,Active,00068,FI,,Metering Grid Area,Y
44Y-000000000021,FI_FAS000,"Caruna Oy, aluesiirto",,44X-000000000253,Active,00068 ,FI,,Metering Grid Area,Y
44Y-00000000004Y,FI_SKE000,Seiverkot Oy,,44X-00000000028Y,Active,60100,FI,,Metering Grid Area,Y
44Y-00000000005W,FI_KVK000,Verkko Korpela Oy,,44X-00000000029W,Active,69100,FI,,Metering Grid Area,Y
44Y-00000000006U,FI_KVK001,Verkko Korpela Oy,,44X-00000000029W,Active,69100,FI,,Metering Grid Area,Y
44Y-00000000007S,FI_KVK002,Verkko Korpela Oy,,44X-00000000029W,Active,69100,FI,,Metering Grid Area,Y
44Y-00000000008Q,FI_TOHE00,Verkko Korpela Oy,,44X-00000000029W,Active,69100,FI,,Metering Grid Area,Y
44Y-00000000009O,FI_VE0000,Vantaan Energia Sähköverkot Oy,,44X-00000000030A,Active,01300,FI,,Metering Grid Area,Y
44Y-000000000102,FI_KSS000,Köyliön-Säkylän Sähkö Oy,,44X-000000000326,Active,27800,FI,,Metering Grid Area,Y
44Y-000000000110,FI_KOSE00,KSS Verkko Oy,,44X-000000000334,Active,45100,FI,,Metering Grid Area,Y
44Y-00000000012Z,FI_PKS000,PKS Sähkönsiirto Oy,,44X-000000000342,Active,80101,FI,,Metering Grid Area,Y
44Y-00000000013X,FI_KRN000,PKS Sähkönsiirto Oy,,44X-000000000342,Active,80101,FI,,Metering Grid Area,Y
44Y-00000000014V,FI_PAL000,PKS Sähkönsiirto Oy,,44X-000000000342,Active,80101,FI,,Metering Grid Area,Y
44Y-00000000015T,FI_PUN000,PKS Sähkönsiirto Oy,,44X-000000000342,Active,80101,FI,,Metering Grid Area,Y
44Y-00000000016R,FI_RUSK00,PKS Sähkönsiirto Oy,,44X-000000000342,Active,80101,FI,,Metering Grid Area,Y
44Y-00000000017P,FI_SRI000,PKS Sähkönsiirto Oy,,44X-000000000342,Active,80101,FI,,Metering Grid Area,Y
44Y-00000000018N,FI_VIHT00,PKS Sähkönsiirto Oy,,44X-000000000342,Active,80101,FI,,Metering Grid Area,Y
44Y-00000000019L,FI_VAAR00,PKS Sähkönsiirto Oy,,44X-000000000342,Active,80101,FI,,Metering Grid Area,Y
44Y-00000000021Y,FI_HKE000,Helen Sähköverkko Oy,,44X-000000000350,Active,00090,FI,,Metering Grid Area,Y
44Y-00000000022W,FI_KE0000,Helen Sähköverkko Oy,,44X-000000000350,Active,00090,FI,,Metering Grid Area,Y
44Y-00000000023U,FI_HAB000,Helen Sähköverkko Oy,,44X-000000000350,Active,00090,FI,,Metering Grid Area,Y
44Y-00000000024S,FI_SAB000,Helen Sähköverkko Oy,,44X-000000000350,Active,00090,FI,,Metering Grid Area,Y
44Y-00000000025Q,FI_VUA000,Helen Sähköverkko Oy,,44X-000000000350,Active,00090,FI,,Metering Grid Area,Y
44Y-00000000026O,FI_VUB000,Helen Sähköverkko Oy,,44X-000000000350,Active,00090,FI,,Metering Grid Area,Y
44Y-00000000027M,FI_PEL000,Pori Energia Sähköverkot Oy,,44X-00000000036Z,Active,28101,FI,,Metering Grid Area,Y
44Y-00000000028K,FI_REO000,Rauman Energia Sähköverkko Oy,,44X-00000000037X,Active,26100,FI,,Metering Grid Area,Y
44Y-00000000029I,FI_VSV000,Vakka-Suomen Voima Oy,,44X-00000000038V,Active,23800,FI,,Metering Grid Area,Y
44Y-00000000030X,FI_AHV000,Helen Oy,,44X-00000000039T,Active,00090,FI,,Metering Grid Area,Y
44Y-00000000031V,FI_MAN000,Helen Oy,,44X-00000000039T,Active,00090,FI,,Metering Grid Area,Y
44Y-00000000032T,FI_PTA000,Helen Oy,,44X-00000000039T,Active,00090,FI,,Metering Grid Area,Y
44Y-00000000033R,FI_KRP000,Kronoby Elverk Ab,,44X-000000000407,Active,68500,FI,,Metering Grid Area,Y
44Y-00000000034P,FI_PKV000,Paneliankosken Voima Oy,,44X-000000000431,Active,27430,FI,,Metering Grid Area,Y
44Y-00000000035N,FI_OE0000,Oulun Energia Siirto ja Jakelu Oy,,44X-00000000045Y,Active,90101,FI,,Metering Grid Area,Y
44Y-00000000036L,FI_KME000,Keminmaan Energia ja Vesi Oy,,44X-00000000048S,Active,94450,FI,,Metering Grid Area,Y
44Y-00000000037J,FI_ASV000,Esse Elektro-Kraft Ab,,44X-00000000049Q,Active,68820,FI,,Metering Grid Area,Y
44Y-00000000039F,FI_LANK00,Lankosken Sähkö Oy ,,44X-000000000512,Active,29810,FI,,Metering Grid Area,Y
44Y-00000000040U,FI_RKE000,Raahen Energia Oy ,,44X-000000000520,Active,92101,FI,,Metering Grid Area,Y
44Y-00000000041S,FI_KOKE00,Kokemäen Sähkö Oy,,44X-00000000053Z,Active,32800,FI,,Metering Grid Area,Y
44Y-00000000042Q,FI_LAMM00,Lammaisten Energia Oy,,44X-00000000054X,Active,29200,FI,,Metering Grid Area,Y
44Y-00000000043O,FI_NUR000,Nurmijärven Sähköverkko Oy,,44X-00000000055V,Active,01900 ,FI,,Metering Grid Area,Y
44Y-00000000044M,FI_TKS000,Tampereen Sähköverkko Oy,,44X-00000000057R,Active,33100,FI,,Metering Grid Area,Y
44Y-00000000045K,FI_HER000,Herrfors Nät-verkko Oy Ab,,44X-00000000058P,Active,68600,FI,,Metering Grid Area,Y
44Y-00000000046I,FI_HER001,Herrfors Nät-verkko Oy Ab,,44X-00000000058P,Active,68600,FI,,Metering Grid Area,Y
44Y-00000000047G,FI_HER002,Herrfors Nät-verkko Oy Ab,,44X-00000000058P,Active,68600,FI,,Metering Grid Area,Y
44Y-00000000048E,FI_HER003,Herrfors Nät-verkko Oy Ab,,44X-00000000058P,Active,68600,FI,,Metering Grid Area,Y
49Y000000000000S,XBID-MC,Single Intraday Coupling Domain,,10X1001A1001A361,Active,,NL,,Market Area,Y
52Y0000000000006,GTS_LDC,GTS Local Distribution Companies,52Y0000000000006,21X-NL-A-A0A0A-Z,Active,9727KC,NL,,Local Market Area,Y
52Y0000000000014,GTS_PRODUCTION,GTS Aggregated Production,52Y0000000000014,21X-NL-A-A0A0A-Z,Active,9727KC,NL,,Market Area,Y
52Y0000000000022,GTS_PDC,GTS Private Distribution Companies,52Y0000000000022,21X-NL-A-A0A0A-Z,Active,9727KC,NL,,Local Market Area,Y
52Y0000000000030,GTS_INDUSTRY,GTS Aggregated Industry,52Y0000000000030,21X-NL-A-A0A0A-Z,Active,9727KC,NL,,Market Area,Y
55Y11NG-NBP--11D,NG-NBP,National Grid NBP,,21X-GB-A-A0A0A-7,Active,CV34 6DA,GB,,Market Balance Area,Y
55YCOUL1-ENERGY0,COULOMBENERGY,Coulomb Energy,,,Active,TS17 6BF,GB,,Balance Group,Y
55YENERGY-24LTDW,ENERGY24LTD,Energy24limited,,,Active,TS17 6BF,GB,,Balance Group,Y
55YINOVYN77RUNCK,NOVYNRUNCORNG,Inovyn Runcorn G,,,Active,WA7 4JE,GB,,Balance Group,Y
55YIUKCONNECTOR4,IUK,Interconnector UK Ltd,,,Active,EC4A 1AB,GB,,Market Area,Y
59Y-0-LITASCO-9M,LITASCO,LITASCO S.A.,,59X-7-LITASCO-5Y,Active,1205,IT,,Balance Group,Y
60Y000000000001I,AREA-RO-NTS,Market Area Romania (NTS),,,Active,,RO,,"Market Area, Market Balance Area",Y
60Y000000000002G,AREA-RO-DTS,Market Area Romania (DTS),,,Active,,RO,,"Market Balance Area, Market Area",Y
63Y2261598125895,FRG_POOL_DISTRIB,GRTgaz aggregated end consumers  distribution,,,Active,,FR,,,Y
63Y2681718729982,FRG_POOL_INDUS,GRTgaz aggregated end consumers  industrial,,,Active,,FR,,,Y
63Y564764785539O,FRG_POOL_GRTGAZ,GRTgaz aggregated end consumers,,,Active,,FR,,,Y
